City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,maraba,-5.3686,-49.1178,27.1,89,87,0.51,BR,1698041762
280,northam,51.0333,-4.2167,11.81,94,99,6.17,GB,1698041763
281,meads,38.4126,-82.7091,5.48,94,0,7.2,US,1698041763
282,weno,7.4515,151.8468,29.14,69,33,1.38,FM,1698041618
283,hasaki,35.7333,140.8333,20.22,52,79,1.24,JP,1698041763
284,uturoa,-16.7333,-151.4333,26.84,82,37,7.18,PF,1698041763
285,nantucket,41.2835,-70.0995,10.08,70,100,6.69,US,1698041764
286,sabalgarh,26.25,77.4,29.59,30,2,1.75,IN,1698041764
287,bredasdorp,-34.5322,20.0403,18.59,58,100,2.34,ZA,1698041764
288,ust'-uda,54.1742,103.0304,8.49,52,79,5.31,RU,1698041764
289,codrington,-38.2667,141.9667,15.22,56,48,4.26,AU,1698041765
290,barah,13.7,30.3667,28.88,16,1,4.69,SD,1698041765
291,nioki,-2.7167,17.6833,23.85,91,100,0.86,CD,1698041765
292,lompoc,34.6391,-120.4579,17.79,88,100,8.05,US,1698041765
293,ullal,12.8,74.85,32.53,66,20,0.0,IN,1698041766
294,bodaybo,57.8506,114.1933,3.46,52,89,5.56,RU,1698041766
295,manicore,-5.8092,-61.3003,23.43,94,100,0.83,BR,1698041766
296,yuzhno-kurilsk,44.0306,145.8556,10.65,62,12,5.96,RU,1698041766
297,iskateley,67.6803,53.1512,-0.73,97,100,2.67,RU,1698041766
298,poretskoye,55.1974,46.3291,2.02,86,100,4.87,RU,1698041767
299,horsham,51.064,-0.3272,12.36,96,90,2.57,GB,1698041767
300,lloydminster,53.2835,-110.0016,-1.88,64,100,2.57,CA,1698041742
301,tyukhtet,56.5389,89.3011,10.53,65,100,9.53,RU,1698041767
302,mhamid,29.82,-5.72,21.19,59,100,1.85,MA,1698041767
303,rikaze,29.25,88.8833,9.79,18,0,2.66,CN,1698041768
304,pisco,-13.7,-76.2167,19.03,88,0,1.54,PE,1698041768
305,irosin,12.75,124.0333,27.52,67,100,2.77,PH,1698041768
306,yebaishou,41.3975,119.6408,21.39,20,24,7.46,CN,1698041768
307,brest,52.1,23.7,11.98,87,100,4.0,BY,1698041769
308,illizi,26.4833,8.4667,20.89,20,41,1.26,DZ,1698041769
309,asind,25.7333,74.3333,30.23,28,24,2.98,IN,1698041769
310,tenno,39.9,139.9667,16.56,47,3,3.58,JP,1698041769
311,galesong,-5.3166,119.3661,33.01,65,16,7.0,ID,1698041770
312,vernon,50.2581,-119.2691,8.5,78,18,3.6,CA,1698041712
313,baijiantan,45.6333,85.1833,20.4,31,100,8.73,CN,1698041770
314,el calafate,-50.3408,-72.2768,5.32,78,3,1.56,AR,1698041770
315,grand falls-windsor,48.9332,-55.6649,4.72,90,100,1.34,CA,1698041770
316,kuybyshev,55.4475,78.3218,-0.14,75,98,9.41,RU,1698041771
317,huarmey,-10.0681,-78.1522,20.23,88,31,5.01,PE,1698041654
318,kapoeta,4.7717,33.5903,29.23,45,43,8.07,SS,1698041771
319,phan rang-thap cham,11.5667,108.9833,30.38,69,46,3.55,VN,1698041771
320,wotho,10.1657,166.0102,27.21,82,100,8.23,MH,1698041771
321,mitsamiouli,-11.3847,43.2844,26.74,71,50,7.9,KM,1698041772
322,uyskoye,54.3775,60.0047,0.48,61,78,5.09,RU,1698041772
323,pallipattu,13.3386,79.4449,31.64,30,75,2.94,IN,1698041772
324,campulung moldovenesc,47.5333,25.5667,11.92,81,34,1.69,RO,1698041772
325,feodosiya,45.0333,35.3833,19.81,63,43,4.16,UA,1698041773
326,birao,10.2849,22.7882,25.69,40,49,2.68,CF,1698041773
327,yaren,-0.5472,166.916,28.99,74,100,3.72,NR,1698041637
328,hancheng,32.5186,112.3522,23.57,47,39,3.37,CN,1698041773
329,tocache,-8.1842,-76.5125,21.39,93,70,0.04,PE,1698041618
330,erenhot,43.6475,111.9767,15.49,17,36,7.25,CN,1698041774
331,barmer,25.75,71.3833,32.61,26,0,1.8,IN,1698041774
332,quinte west,44.1834,-77.5662,4.86,80,0,3.09,CA,1698041774
333,genhe,50.7833,121.5167,10.38,34,0,2.68,CN,1698041774
334,zouerate,22.7187,-12.4521,21.01,77,2,3.82,MR,1698041775
335,awjilah,29.1081,21.2869,24.29,26,0,1.85,LY,1698041775
336,itoman,26.1247,127.6694,28.43,61,75,6.69,JP,1698041775
337,chegdomyn,51.1167,133.0167,5.33,41,28,0.68,RU,1698041775
338,susanville,40.4163,-120.653,7.91,87,100,1.54,US,1698041776
339,mozarlandia,-14.7447,-50.5706,26.4,61,15,0.81,BR,1698041776
340,touros,-5.1989,-35.4608,24.56,84,90,4.56,BR,1698041776
341,kokshetau,53.2775,69.3883,-0.82,86,40,10.0,KZ,1698041776
342,happy valley-goose bay,53.3168,-60.3315,1.17,60,75,4.12,CA,1698041611
343,binhe,32.6883,112.8275,23.67,42,61,4.97,CN,1698041777
344,ishim,56.1128,69.4902,0.73,65,88,8.48,RU,1698041777
345,dudinka,69.4058,86.1778,-1.32,94,90,3.56,RU,1698041777
346,bunia,1.5667,30.25,20.65,95,99,2.94,CD,1698041777
347,sur,22.5667,59.5289,29.94,50,100,2.62,OM,1698041777
348,laguna,38.421,-121.4238,16.71,92,100,1.54,US,1698041778
349,burutu,5.3509,5.5076,24.06,93,100,1.46,NG,1698041778
350,kristinestad,62.2743,21.376,0.05,88,100,2.23,FI,1698041778
351,mount isa,-20.7333,139.5,37.87,9,0,2.57,AU,1698041638
352,jayapura,-2.5333,140.7,31.66,74,66,4.04,ID,1698041779
353,paita,-5.0892,-81.1144,20.51,85,7,5.0,PE,1698041779
354,kristiansund,63.1115,7.732,7.36,70,75,1.54,NO,1698041779
355,duba,27.3513,35.6901,30.48,44,2,0.5,SA,1698041779
356,taguatinga,-12.3857,-46.5711,25.53,61,83,1.49,BR,1698041779
357,chumphon,10.3333,98.8333,24.49,92,100,0.65,TH,1698041780
358,queenstown,-31.8976,26.8753,12.81,66,91,1.79,ZA,1698041780
359,turan,16.0678,108.2208,24.99,94,75,1.54,VN,1698041780
360,karasburg,-28.0167,18.75,20.3,33,13,2.81,NA,1698041780
361,chigorodo,7.6664,-76.6811,23.67,98,97,1.31,CO,1698041781
362,nogliki,51.8333,143.1667,4.41,46,36,7.08,RU,1698041781
